problemID,email,dateRaised,description,rating,completed
180,aspe855@email.com,13/07/2022,My phone won't connect to my laptop.,2,1
181,dpar893@email.com,13/07/2022,I can't download an email attachment.,1,1
182,char132@email.com,13/07/2022,I have a suspicious email.  Can you warn others about it.,1,1
183,ealf266@email.com,13/07/2022,I can't get my blueTooth headphones to connect.,3,0
184,ealf266@email.com,13/07/2022,I can't get my blueTooth headphones to connect.,3,1
185,alew569@email.com,13/07/2022,Could you reset my password please.,1,1
186,msal593@email.com,13/07/2022,My mouse button doesn't work.,1,1
187,ghen798@email.com,13/07/2022,My web cam picture is blank.,3,1
188,csin845@email.com,13/07/2022,My web cam image is not clear.,2,1
189,dgre124@email.com,13/07/2022,My web cam image is not clear.,3,0
190,crod264@email.com,13/07/2022,My mouse cursor is frozen.,3,0
191,rker495@email.com,13/07/2022,My speakers aren't working.,3,1
192,ptem343@email.com,13/07/2022,My files are not backing up to the cloud anymore.,1,1
193,bjon175@email.com,13/07/2022,I can't access the Internet.,1,1
194,shen621@email.com,13/07/2022,My phone won't connect to my laptop.,3,1
195,dgre124@email.com,13/07/2022,My web cam picture is blank.,3,1
196,dzha338@email.com,13/07/2022,Loss of Internet access.,1,1
197,fmin685@email.com,13/07/2022,My mouse button doesn't work.,1,1
198,cgru312@email.com,13/07/2022,I can't get my blueTooth headphones to connect.,3,1
199,slam758@email.com,13/07/2022,My speakers aren't working.,2,1
200,jiva910@email.com,13/07/2022,Loss of Internet access.,1,1
201,jspi634@email.com,13/07/2022,My phone won't connect to my laptop.,3,1
202,lces669@email.com,13/07/2022,My speakers aren't working.,3,0
203,tcoh444@email.com,13/07/2022,Could you reset my password please.,1,1
204,tric552@email.com,13/07/2022,I can't adjust the microphone volume on my headset.,3,1
205,dale781@email.com,13/07/2022,I can't adjust the microphone volume on my headset.,2,0
206,pdav387@email.com,14/07/2022,My phone won't connect to my laptop.,2,1
207,ctay323@email.com,14/07/2022,I can't get my blueTooth headphones to connect.,3,1
208,alew569@email.com,17/07/2022,I can't adjust the microphone volume on my headset.,3,0
209,shil978@email.com,17/07/2022,My computer can't see the network printer.,1,0
210,spla842@email.com,17/07/2022,The text on my screen is too small.,1,0
211,eard952@email.com,17/07/2022,My speakers aren't working.,3,1
212,jkro461@email.com,17/07/2022,I can't download an email attachment.,1,1
213,msal593@email.com,17/07/2022,The text on my screen is too small.,1,0
214,smck563@email.com,17/07/2022,The text on my screen is too small.,1,0
215,pmck621@email.com,17/07/2022,Loss of Internet access.,1,0
216,jjon592@email.com,17/07/2022,Could you reset my password please.,1,1
217,asta104@email.com,18/07/2022,My docking station is not charging my laptop,2,0
218,aspe855@email.com,18/07/2022,Could you reset my password please.,1,1
219,tmck964@email.com,18/07/2022,My mouse cursor is frozen.,3,0
220,hlei381@email.com,18/07/2022,My docking station is not charging my laptop,3,1
221,csch538@email.com,18/07/2022,Could you reset my password please.,1,0
222,wtwi204@email.com,18/07/2022,I can't adjust the microphone volume on my headset.,2,1
223,sjoh651@email.com,18/07/2022,I can't get my dual screens to show different images.,1,0
224,bjon175@email.com,18/07/2022,I can't get my dual screens to show different images.,1,1
225,adub390@email.com,18/07/2022,The text on my screen is too small.,1,1
226,cpat598@email.com,18/07/2022,My computer can't see the network printer.,1,0
227,spla842@email.com,18/07/2022,The text on my screen is too small.,1,1
228,ibis723@email.com,18/07/2022,Can't access my network folder.,1,1
229,gsew759@email.com,18/07/2022,My computer can't see the network printer.,1,1
230,lsho989@email.com,18/07/2022,I can't get my blueTooth headphones to connect.,2,1
231,trei753@email.com,18/07/2022,My mouse cursor is frozen.,3,1
232,sman522@email.com,18/07/2022,My email box is full.  Can I have more storage please?,1,0
233,tmal428@email.com,18/07/2022,Could you reset my password please.,1,0
234,zroo236@email.com,18/07/2022,I can't download an email attachment.,1,1
235,gmcc411@email.com,18/07/2022,I have a suspicious email.  Can you warn others about it.,1,0
236,lbao941@email.com,18/07/2022,My speakers aren't working.,2,1
237,zluo662@email.com,19/07/2022,I can't get my blueTooth headphones to connect.,3,0
238,jrob313@email.com,19/07/2022,Can't access my network folder.,1,1
239,ihun275@email.com,19/07/2022,My email box is full.  Can I have more storage please?,1,0
240,nbun949@email.com,19/07/2022,I can't adjust the microphone volume on my headset.,2,1
241,hwat497@email.com,19/07/2022,My computer can't see the network printer.,1,1
242,aspe821@email.com,19/07/2022,I can't get my dual screens to show different images.,1,1
243,ajen172@email.com,19/07/2022,My speakers aren't working.,2,1
244,kyou716@email.com,19/07/2022,Could you reset my password please.,1,1
245,jmag670@email.com,19/07/2022,My web cam image is not clear.,2,1
246,kste433@email.com,20/07/2022,I can't access the Internet.,1,0
247,sbre757@email.com,20/07/2022,I have a suspicious email.  Can you warn others about it.,1,1
248,zroo236@email.com,20/07/2022,My web cam picture is blank.,2,0
249,jwhi684@email.com,20/07/2022,My files are not backing up to the cloud anymore.,1,1
250,klik331@email.com,20/07/2022,My web cam image is not clear.,2,0
251,lwal366@email.com,20/07/2022,I can't get my blueTooth headphones to connect.,3,0
252,mmac810@email.com,21/07/2022,The text on my screen is too small.,1,0
253,hmur278@email.com,21/07/2022,I can't get my dual screens to show different images.,1,1
254,mhum863@email.com,24/07/2022,My mouse button doesn't work.,1,1
255,apil884@email.com,24/07/2022,I can't get my dual screens to show different images.,1,1
256,lwal447@email.com,24/07/2022,My web cam picture is blank.,2,1
257,dplu963@email.com,24/07/2022,Could you reset my password please.,1,0
258,sbro425@email.com,24/07/2022,My mouse button doesn't work.,1,1
259,cmcg423@email.com,24/07/2022,My email box is full.  Can I have more storage please?,1,1
260,jspi634@email.com,25/07/2022,I can't download an email attachment.,1,1
261,dper537@email.com,25/07/2022,Loss of Internet access.,1,1
262,xkan930@email.com,25/07/2022,My web cam picture is blank.,3,0
263,nqui472@email.com,25/07/2022,My mouse cursor is frozen.,3,1
264,pmck621@email.com,25/07/2022,My mouse button doesn't work.,1,1
265,rvan545@email.com,26/07/2022,My web cam image is not clear.,2,1
266,spla842@email.com,27/07/2022,My phone won't connect to my laptop.,2,1
267,bjon175@email.com,27/07/2022,I can't get my blueTooth headphones to connect.,2,1
268,dper537@email.com,27/07/2022,Loss of Internet access.,1,1
269,lliu777@email.com,27/07/2022,My computer can't see the network printer.,1,1
270,hwat497@email.com,27/07/2022,Loss of Internet access.,1,0
271,jwhi684@email.com,27/07/2022,I have a suspicious email.  Can you warn others about it.,1,0
272,sjoh651@email.com,27/07/2022,My mouse button doesn't work.,1,1
273,tric552@email.com,27/07/2022,Could you reset my password please.,1,1
274,ssim760@email.com,27/07/2022,My speakers aren't working.,3,0
275,ssim760@email.com,27/07/2022,My computer can't see the network printer.,1,1
276,nbun949@email.com,27/07/2022,I can't adjust the microphone volume on my headset.,3,1
277,rshe791@email.com,27/07/2022,My email box is full.  Can I have more storage please?,1,0
278,lsho989@email.com,27/07/2022,I can't download an email attachment.,1,1
279,kroe855@email.com,27/07/2022,My web cam picture is blank.,2,1
280,edic615@email.com,27/07/2022,My files are not backing up to the cloud anymore.,1,0
281,rker495@email.com,27/07/2022,Loss of Internet access.,1,1
282,cmon213@email.com,27/07/2022,My mouse button doesn't work.,1,1
283,gsew759@email.com,27/07/2022,My mouse cursor is frozen.,2,0
284,jkro461@email.com,27/07/2022,My mouse cursor is frozen.,3,1
285,lnel230@email.com,27/07/2022,My web cam image is not clear.,3,0
286,skor883@email.com,27/07/2022,My speakers aren't working.,2,1
287,yyij779@email.com,27/07/2022,My speakers aren't working.,2,0
288,pcho887@email.com,27/07/2022,I can't adjust the microphone volume on my headset.,3,0
289,lcor868@email.com,27/07/2022,My phone won't connect to my laptop.,3,1
290,crod264@email.com,27/07/2022,My web cam picture is blank.,2,1
291,lces669@email.com,27/07/2022,I can't download an email attachment.,1,0
292,abov917@email.com,27/07/2022,Loss of Internet access.,1,1
293,spla842@email.com,27/07/2022,My computer can't see the network printer.,1,0
294,mhum863@email.com,28/07/2022,Could you reset my password please.,1,0
295,mcor367@email.com,28/07/2022,I can't get my blueTooth headphones to connect.,2,1
296,crei727@email.com,28/07/2022,I can't get my blueTooth headphones to connect.,2,0
297,sdan629@email.com,28/07/2022,I can't get my dual screens to show different images.,1,0
298,csel980@email.com,28/07/2022,Loss of Internet access.,1,1
299,kgro396@email.com,28/07/2022,My computer can't see the network printer.,1,1
300,hwat497@email.com,28/07/2022,My mouse cursor is frozen.,3,0
301,csim534@email.com,31/07/2022,Loss of Internet access.,1,1
302,sbea309@email.com,31/07/2022,I can't get my blueTooth headphones to connect.,2,0
303,lgra552@email.com,31/07/2022,I can't download an email attachment.,1,1
304,alew569@email.com,31/07/2022,I have a suspicious email.  Can you warn others about it.,1,0
305,jcoo676@email.com,31/07/2022,My email box is full.  Can I have more storage please?,1,1
306,aric347@email.com,31/07/2022,I can't download an email attachment.,1,1
307,dpar893@email.com,31/07/2022,Can't access my network folder.,1,0
308,scoh580@email.com,31/07/2022,My email box is full.  Can I have more storage please?,1,1
309,lbao941@email.com,31/07/2022,Loss of Internet access.,1,1
310,lliu777@email.com,31/07/2022,Could you reset my password please.,1,1
311,jgar444@email.com,31/07/2022,Could you reset my password please.,1,1
312,rshe791@email.com,31/07/2022,My web cam picture is blank.,3,1
313,lsho989@email.com,31/07/2022,My mouse button doesn't work.,1,0
314,adav330@email.com,31/07/2022,My files are not backing up to the cloud anymore.,1,1
315,lwal447@email.com,31/07/2022,My docking station is not charging my laptop,3,1
316,vhug765@email.com,31/07/2022,My web cam picture is blank.,2,0
317,dper537@email.com,31/07/2022,My web cam image is not clear.,2,0
318,agre552@email.com,31/07/2022,Loss of Internet access.,1,1
319,pros923@email.com,31/07/2022,My speakers aren't working.,3,0
320,hbao810@email.com,01/08/2022,I can't get my blueTooth headphones to connect.,3,1
321,csel980@email.com,01/08/2022,My docking station is not charging my laptop,3,0
322,psor939@email.com,01/08/2022,Can't access my network folder.,1,0
323,cpen277@email.com,01/08/2022,My computer can't see the network printer.,1,1
324,cgru312@email.com,01/08/2022,My web cam picture is blank.,2,1
325,lwei328@email.com,01/08/2022,I can't get my blueTooth headphones to connect.,2,1
326,cpat598@email.com,02/08/2022,My web cam picture is blank.,2,0
327,kbri900@email.com,02/08/2022,I can't get my blueTooth headphones to connect.,3,1
328,csin484@email.com,02/08/2022,My computer can't see the network printer.,1,0
329,rfer418@email.com,02/08/2022,I can't access the Internet.,1,1
330,dhut682@email.com,02/08/2022,My mouse cursor is frozen.,2,0
331,twen667@email.com,02/08/2022,My web cam picture is blank.,2,0
332,spla842@email.com,02/08/2022,Could you reset my password please.,1,1
333,prob453@email.com,02/08/2022,Can't access my network folder.,1,0
334,swhi798@email.com,02/08/2022,I have a suspicious email.  Can you warn others about it.,1,0
335,jwri300@email.com,02/08/2022,Can't access my network folder.,1,1
336,rtho467@email.com,02/08/2022,My web cam image is not clear.,2,1
337,aspe855@email.com,02/08/2022,My computer can't see the network printer.,1,0
338,adav330@email.com,02/08/2022,My computer can't see the network printer.,1,1
339,rbur971@email.com,02/08/2022,My phone won't connect to my laptop.,2,0
340,kyou716@email.com,02/08/2022,My mouse button doesn't work.,1,1
341,dale781@email.com,02/08/2022,I can't get my dual screens to show different images.,1,0
342,lmcw662@email.com,02/08/2022,I can't adjust the microphone volume on my headset.,2,1
343,ctay416@email.com,02/08/2022,I can't get my blueTooth headphones to connect.,3,1
344,rvan545@email.com,02/08/2022,I can't adjust the microphone volume on my headset.,2,1
345,ebla652@email.com,02/08/2022,Could you reset my password please.,1,0
346,sdan629@email.com,02/08/2022,I can't download an email attachment.,1,0
347,rkan224@email.com,03/08/2022,The text on my screen is too small.,1,1
348,dsob768@email.com,03/08/2022,My mouse cursor is frozen.,3,0
349,zluo662@email.com,03/08/2022,Can't access my network folder.,1,1
350,cmun272@email.com,03/08/2022,I have a suspicious email.  Can you warn others about it.,1,1
351,jchr951@email.com,04/08/2022,I can't adjust the microphone volume on my headset.,2,1
352,lbao150@email.com,04/08/2022,Could you reset my password please.,1,1
353,rshe791@email.com,04/08/2022,My phone won't connect to my laptop.,3,0
354,lcri847@email.com,04/08/2022,Could you reset my password please.,1,0
355,smcp485@email.com,04/08/2022,My web cam image is not clear.,2,1
356,gand215@email.com,04/08/2022,Loss of Internet access.,1,0
357,zluo662@email.com,04/08/2022,My mouse button doesn't work.,1,1
358,smor720@email.com,04/08/2022,My mouse button doesn't work.,1,1
359,tcoh444@email.com,04/08/2022,My mouse button doesn't work.,1,1
360,skor883@email.com,04/08/2022,The text on my screen is too small.,1,1
361,jrob313@email.com,04/08/2022,My files are not backing up to the cloud anymore.,1,1
362,swhi798@email.com,04/08/2022,My speakers aren't working.,3,1
363,smck563@email.com,04/08/2022,My phone won't connect to my laptop.,3,1
364,cgru312@email.com,04/08/2022,I can't get my dual screens to show different images.,1,1
365,lcor868@email.com,04/08/2022,My web cam picture is blank.,2,1
366,yxue296@email.com,04/08/2022,My docking station is not charging my laptop,3,0
367,lliu777@email.com,04/08/2022,I can't get my dual screens to show different images.,1,1
368,lliu777@email.com,04/08/2022,My docking station is not charging my laptop,2,0
369,lnel230@email.com,04/08/2022,Could you reset my password please.,1,0
370,trei753@email.com,04/08/2022,Can't access my network folder.,1,1
371,jrob313@email.com,04/08/2022,My speakers aren't working.,3,1
372,tmal428@email.com,04/08/2022,My mouse cursor is frozen.,2,1
373,rwil848@email.com,04/08/2022,Could you reset my password please.,1,1
374,tmal428@email.com,04/08/2022,My speakers aren't working.,3,1
375,lcor868@email.com,04/08/2022,I can't get my dual screens to show different images.,1,1
376,fzhi813@email.com,04/08/2022,My files are not backing up to the cloud anymore.,1,1
377,ebaq117@email.com,04/08/2022,Can't access my network folder.,1,1
378,hmac813@email.com,04/08/2022,I can't get my blueTooth headphones to connect.,2,1
379,fmin685@email.com,04/08/2022,My email box is full.  Can I have more storage please?,1,1
380,mmet299@email.com,04/08/2022,I can't access the Internet.,1,0
381,jhus268@email.com,04/08/2022,My files are not backing up to the cloud anymore.,1,0
382,nhen951@email.com,04/08/2022,I can't get my dual screens to show different images.,1,0
383,ylei379@email.com,04/08/2022,Could you reset my password please.,1,1
384,dsub566@email.com,04/08/2022,I can't adjust the microphone volume on my headset.,2,1
385,gsew759@email.com,04/08/2022,I have a suspicious email.  Can you warn others about it.,1,1
386,smcp485@email.com,04/08/2022,My web cam image is not clear.,2,0
387,eher957@email.com,04/08/2022,My files are not backing up to the cloud anymore.,1,0
388,smcp485@email.com,04/08/2022,The text on my screen is too small.,1,1
389,swhi798@email.com,04/08/2022,I can't get my blueTooth headphones to connect.,2,0
390,lces669@email.com,04/08/2022,I can't access the Internet.,1,1
391,qche545@email.com,04/08/2022,My files are not backing up to the cloud anymore.,1,0
392,tsou575@email.com,04/08/2022,The text on my screen is too small.,1,0
393,kbut903@email.com,04/08/2022,My phone won't connect to my laptop.,3,1
394,rkan224@email.com,04/08/2022,My phone won't connect to my laptop.,2,1
395,yxue296@email.com,04/08/2022,My computer can't see the network printer.,1,1
396,zde969@email.com,07/08/2022,I have a suspicious email.  Can you warn others about it.,1,1
397,gand215@email.com,07/08/2022,My mouse cursor is frozen.,3,1
398,tmcl764@email.com,07/08/2022,My docking station is not charging my laptop,3,1
399,mbro500@email.com,07/08/2022,I can't download an email attachment.,1,0
400,zluo662@email.com,07/08/2022,I can't get my blueTooth headphones to connect.,3,1
401,edev108@email.com,07/08/2022,I can't adjust the microphone volume on my headset.,3,0
402,pdav387@email.com,08/08/2022,My web cam image is not clear.,3,0
403,kroe855@email.com,09/08/2022,My phone won't connect to my laptop.,3,1
404,zyi674@email.com,09/08/2022,My computer can't see the network printer.,1,0
405,cmck244@email.com,09/08/2022,I can't get my blueTooth headphones to connect.,2,1
406,prob453@email.com,09/08/2022,I can't adjust the microphone volume on my headset.,3,1
407,bmcc569@email.com,09/08/2022,My mouse cursor is frozen.,3,1
408,alew569@email.com,09/08/2022,My docking station is not charging my laptop,2,0
409,aspe855@email.com,09/08/2022,My docking station is not charging my laptop,2,1
410,tric552@email.com,09/08/2022,My docking station is not charging my laptop,3,1
411,fcuy357@email.com,09/08/2022,My web cam picture is blank.,2,1
412,ujar162@email.com,09/08/2022,My files are not backing up to the cloud anymore.,1,1
413,sbro425@email.com,09/08/2022,I can't access the Internet.,1,1
414,rker495@email.com,10/08/2022,My computer can't see the network printer.,1,1
415,tmey824@email.com,10/08/2022,I can't adjust the microphone volume on my headset.,2,1
416,tvai401@email.com,10/08/2022,I can't get my blueTooth headphones to connect.,3,1
417,dplu963@email.com,10/08/2022,I can't get my blueTooth headphones to connect.,3,1
418,pcho887@email.com,10/08/2022,My phone won't connect to my laptop.,2,1
419,kbut903@email.com,10/08/2022,I can't adjust the microphone volume on my headset.,2,1
420,swhi798@email.com,10/08/2022,My speakers aren't working.,3,1
421,ujar162@email.com,10/08/2022,The text on my screen is too small.,1,1
422,trei753@email.com,10/08/2022,I can't download an email attachment.,1,1
423,swhi798@email.com,11/08/2022,My web cam image is not clear.,3,0
424,jrob313@email.com,11/08/2022,Can't access my network folder.,1,1
425,gsew759@email.com,11/08/2022,My mouse button doesn't work.,1,0
426,eher957@email.com,11/08/2022,My mouse cursor is frozen.,3,1
427,cnin104@email.com,11/08/2022,My docking station is not charging my laptop,3,1
428,dgre124@email.com,14/08/2022,The text on my screen is too small.,1,1
429,jspi634@email.com,14/08/2022,My web cam image is not clear.,2,0
430,gsew759@email.com,14/08/2022,The text on my screen is too small.,1,1
431,rvan545@email.com,14/08/2022,Could you reset my password please.,1,1
432,msal593@email.com,14/08/2022,My files are not backing up to the cloud anymore.,1,0
433,tfen716@email.com,14/08/2022,My web cam image is not clear.,2,0
434,kbri900@email.com,15/08/2022,I can't access the Internet.,1,1
435,adub390@email.com,15/08/2022,Loss of Internet access.,1,0
436,aabb463@email.com,15/08/2022,I can't download an email attachment.,1,0
437,rtho467@email.com,16/08/2022,My speakers aren't working.,2,1
438,edic615@email.com,16/08/2022,I have a suspicious email.  Can you warn others about it.,1,1
439,aabb463@email.com,16/08/2022,I can't adjust the microphone volume on my headset.,2,1
440,amas774@email.com,16/08/2022,Loss of Internet access.,1,0
441,zde969@email.com,16/08/2022,Could you reset my password please.,1,1
442,tvai401@email.com,16/08/2022,I can't download an email attachment.,1,1
443,amas774@email.com,17/08/2022,Can't access my network folder.,1,1
444,lliu777@email.com,17/08/2022,My web cam picture is blank.,2,1
445,edev108@email.com,17/08/2022,I can't download an email attachment.,1,1
446,lgon902@email.com,17/08/2022,My files are not backing up to the cloud anymore.,1,1
447,spla842@email.com,17/08/2022,I can't access the Internet.,1,0
448,barv104@email.com,17/08/2022,My mouse button doesn't work.,1,1
449,dgre124@email.com,17/08/2022,My speakers aren't working.,3,0
450,dhut682@email.com,17/08/2022,My email box is full.  Can I have more storage please?,1,1
451,jmag670@email.com,17/08/2022,My web cam image is not clear.,2,0
452,aspe855@email.com,17/08/2022,My mouse button doesn't work.,1,0
453,pmck621@email.com,17/08/2022,My files are not backing up to the cloud anymore.,1,1
454,lliu777@email.com,17/08/2022,Loss of Internet access.,1,1
455,xkan930@email.com,17/08/2022,I can't download an email attachment.,1,0
456,tval275@email.com,17/08/2022,I can't get my blueTooth headphones to connect.,3,1
457,jhus268@email.com,17/08/2022,Can't access my network folder.,1,0
458,lbao150@email.com,17/08/2022,My speakers aren't working.,3,0
459,csin845@email.com,17/08/2022,I can't get my blueTooth headphones to connect.,3,1
460,scoh580@email.com,17/08/2022,My phone won't connect to my laptop.,3,0
461,rchi700@email.com,17/08/2022,My speakers aren't working.,3,1
462,prob453@email.com,17/08/2022,My web cam image is not clear.,3,0
463,csin845@email.com,17/08/2022,My docking station is not charging my laptop,3,1
464,ebla652@email.com,17/08/2022,Loss of Internet access.,1,0
465,foph202@email.com,18/08/2022,My web cam picture is blank.,2,1
466,grei803@email.com,18/08/2022,I can't get my dual screens to show different images.,1,0
467,rgui876@email.com,21/08/2022,My web cam picture is blank.,3,0
468,cchr994@email.com,21/08/2022,I can't get my blueTooth headphones to connect.,2,1
469,lmcf171@email.com,21/08/2022,My mouse cursor is frozen.,3,1
470,slam758@email.com,21/08/2022,My speakers aren't working.,2,1
471,csin845@email.com,21/08/2022,My files are not backing up to the cloud anymore.,1,1
472,mpet663@email.com,21/08/2022,My computer can't see the network printer.,1,1
473,csmi333@email.com,21/08/2022,I have a suspicious email.  Can you warn others about it.,1,1
474,ro's712@email.com,21/08/2022,Can't access my network folder.,1,1
475,bmcc569@email.com,21/08/2022,I can't adjust the microphone volume on my headset.,2,1
476,rbur971@email.com,21/08/2022,My speakers aren't working.,2,1
477,kaaf912@email.com,21/08/2022,My web cam image is not clear.,3,0
478,cmcg423@email.com,21/08/2022,My mouse button doesn't work.,1,1
479,klik331@email.com,21/08/2022,My mouse button doesn't work.,1,0
480,jchr951@email.com,21/08/2022,My mouse button doesn't work.,1,1
481,barv104@email.com,21/08/2022,My mouse cursor is frozen.,3,1
482,lcor868@email.com,21/08/2022,My speakers aren't working.,2,1
483,hgar508@email.com,22/08/2022,My web cam picture is blank.,3,1
484,hlei381@email.com,22/08/2022,I can't download an email attachment.,1,1
485,csch538@email.com,22/08/2022,Loss of Internet access.,1,0
486,rfer418@email.com,22/08/2022,Could you reset my password please.,1,1
487,ksin684@email.com,22/08/2022,My mouse cursor is frozen.,2,1
488,rgui876@email.com,22/08/2022,Can't access my network folder.,1,0
489,ilee544@email.com,22/08/2022,I can't get my blueTooth headphones to connect.,3,0
490,bo'l196@email.com,22/08/2022,Loss of Internet access.,1,1
